STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,CITIZENSHIP,Citizenship,FREQ,Frequency of observation,MEASURE,Measure,SEX,Sex,BIRTH_PLACE,Place of birth,EDUCATION_LEV,Education level,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,LUX,Luxembourg,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2020,,2334,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,LUX,Luxembourg,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2021,,2176,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,ITA,Italy,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2011,,12521,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,ITA,Italy,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2012,,12184,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,ITA,Italy,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2013,,13165,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,ITA,Italy,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2014,,14963,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,ITA,Italy,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2015,,14303,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,ITA,Italy,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2016,,14512,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,ITA,Italy,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2017,,14649,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,ITA,Italy,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2018,,15004,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,ITA,Italy,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2019,,14966,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,ITA,Italy,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2020,,15393,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,ITA,Italy,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2021,,18837,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,ITA,Italy,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2004,,14132,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,ESP,Spain,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2022,,51070,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,ESP,Spain,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2012,,25699,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,ESP,Spain,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2013,,27815.70453,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,ESP,Spain,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2014,,28693.17269,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,ESP,Spain,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2004,,22184,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,ESP,Spain,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2005,,25831,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,ESP,Spain,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2006,,24517,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,ESP,Spain,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2007,,22082,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,ESP,Spain,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2008,,24280,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,ESP,Spain,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2015,,30486.37337,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,ESP,Spain,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2009,,24937,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,FIN,Finland,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2011,,2483,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,FIN,Finland,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2012,,2600,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,FIN,Finland,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2013,,2657,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,FIN,Finland,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2014,,2705,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,FIN,Finland,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2015,,2820,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,FIN,Finland,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2016,,2946,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,FIN,Finland,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2017,,3066,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,FIN,Finland,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2018,,3176,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,FIN,Finland,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2019,,3301,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,FIN,Finland,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2020,,3466,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,FIN,Finland,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2021,,3539,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,FIN,Finland,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2004,,2149,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,FIN,Finland,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2005,,2040,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,FIN,Finland,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2006,,2086,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,FIN,Finland,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2007,,2199,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,FIN,Finland,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2008,,2296,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,FIN,Finland,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2022,,3831,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,FIN,Finland,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2009,,2282,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,POL,Poland,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2010,,1052,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,POL,Poland,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2013,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,POL,Poland,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2014,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,POL,Poland,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2007,,1025,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,POL,Poland,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2008,,1021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,LTU,Lithuania,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2014,,102,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,LTU,Lithuania,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2015,,55,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,LTU,Lithuania,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2016,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,LTU,Lithuania,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2017,,5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,LTU,Lithuania,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2018,,62,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,LTU,Lithuania,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2020,,593,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,LTU,Lithuania,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2021,,654,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,LTU,Lithuania,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2022,,699,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,LTU,Lithuania,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2006,,300,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,LTU,Lithuania,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2007,,400,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,LTU,Lithuania,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2008,,500,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,LTU,Lithuania,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2009,,400,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,LTU,Lithuania,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2010,,300,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,LTU,Lithuania,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2011,,200,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,LTU,Lithuania,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2012,,300,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,NOR,Norway,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2011,,8636,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,NOR,Norway,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2012,,8769,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,NOR,Norway,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2013,,9172,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,NOR,Norway,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2014,,9340,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,NOR,Norway,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2015,,9334,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,NOR,Norway,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2016,,9263,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,NOR,Norway,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2017,,9210,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,NOR,Norway,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2018,,9170,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,NOR,Norway,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2019,,9469,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,NOR,Norway,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2020,,9883,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,NOR,Norway,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2021,,9763,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,NOR,Norway,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2004,,7703,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,NOR,Norway,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2005,,7614,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,NOR,Norway,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2006,,7597,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,NOR,Norway,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2007,,7732,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,NOR,Norway,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2008,,7916,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,NOR,Norway,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2022,,8922,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,NOR,Norway,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2009,,8268,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,CZE,Czechia,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2011,,6074,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,CZE,Czechia,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2012,,7317,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,CZE,Czechia,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2013,,6976,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,CZE,Czechia,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2014,,7134,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,CZE,Czechia,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2015,,6476,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,CZE,Czechia,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2016,,6478,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,CZE,Czechia,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2017,,8763,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,CZE,Czechia,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2018,,9556,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,CZE,Czechia,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2019,,9510,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,CZE,Czechia,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2020,,7245,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,CZE,Czechia,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2021,,7546,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,CZE,Czechia,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2004,,3264,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,CZE,Czechia,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2005,,3750,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,CZE,Czechia,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2006,,3952,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,CZE,Czechia,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2007,,4212,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,CZE,Czechia,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2008,,4452,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,CZE,Czechia,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2022,,8700,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG(1.0),International migration database,I,CZE,Czechia,USA,United States,A,Annual,B15,Stocks of foreign population,_T,Total,_Z,Not applicable,_Z,Not applicable,PS,Persons,2009,,5272,,A,Normal value,0,Units,0,Zero
